ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOLSET
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,DISCONNECT,->,PRESS
5,VENTMACH,->,VENTTUBE
6,PVSAT,->,SAO2
7,EXPCO2,->,CATECHOL
8,HREKG,->,ERRCAUTER
9,HREKG,->,HRSAT
10,ERRLOWOUTPUT,->,ARTCO2
11,MINVOL,->,VENTLUNG
12,STROKEVOLUME,->,CO
13,LVFAILURE,->,HISTORY
14,LVEDVOLUME,->,HYPOVOLEMIA
15,HYPOVOLEMIA,->,STROKEVOLUME
16,INTUBATION,->,MINVOL
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,DISCONNECT
19,VENTALV,->,ARTCO2
20,CATECHOL,->,HR
21,CATECHOL,->,TPR
22,ARTCO2,->,EXPCO2
23,HR,->,HREKG
24,HR,->,HRBP
25,HR,->,CO
26,TPR,->,BP
27,PCWP,->,LVEDVOLUME
28,PCWP,->,CVP
29,SHUNT,->,PULMEMBOLUS
30,PULMEMBOLUS,->,PAP
31,CVP,->,LVFAILURE
