ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTTUBE
3,MINVOLSET,->,VENTMACH
4,PVSAT,->,SAO2
5,HREKG,->,ERRCAUTER
6,HRBP,->,ERRLOWOUTPUT
7,MINVOL,->,VENTLUNG
8,STROKEVOLUME,->,CO
9,STROKEVOLUME,->,BP
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,HYPOVOLEMIA
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HYPOVOLEMIA,->,STROKEVOLUME
15,HRSAT,->,HREKG
16,ANAPHYLAXIS,->,ERRLOWOUTPUT
17,VENTALV,->,ARTCO2
18,HR,->,HRBP
19,HR,->,HRSAT
20,HR,->,CO
21,BP,->,TPR
22,SHUNT,->,DISCONNECT
23,SHUNT,->,PRESS
24,SHUNT,->,INTUBATION
