ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTMACH,->,MINVOLSET
3,VENTMACH,->,VENTTUBE
4,HREKG,->,HRSAT
5,HRBP,->,ERRLOWOUTPUT
6,HRBP,->,HR
7,MINVOL,->,VENTLUNG
8,KINKEDTUBE,->,ANAPHYLAXIS
9,STROKEVOLUME,->,HISTORY
10,LVEDVOLUME,->,LVFAILURE
11,LVEDVOLUME,->,HYPOVOLEMIA
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HYPOVOLEMIA,->,INSUFFANESTH
15,HRSAT,->,ERRCAUTER
16,INTUBATION,->,SHUNT
17,VENTTUBE,->,DISCONNECT
18,VENTTUBE,->,PRESS
19,VENTALV,->,ARTCO2
20,ARTCO2,->,MINVOL
21,HR,->,HREKG
22,HR,->,CATECHOL
23,HR,->,CO
24,CO,->,STROKEVOLUME
25,CO,->,BP
26,BP,->,TPR
27,SAO2,->,PVSAT
