ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTTUBE
3,VENTLUNG,->,CATECHOL
4,FIO2,->,INSUFFANESTH
5,PVSAT,->,SAO2
6,HRBP,->,ERRLOWOUTPUT
7,HRBP,->,HR
8,LVFAILURE,->,HISTORY
9,LVEDVOLUME,->,KINKEDTUBE
10,LVEDVOLUME,->,HYPOVOLEMIA
11,LVEDVOLUME,->,CVP
12,HYPOVOLEMIA,->,STROKEVOLUME
13,HRSAT,->,HREKG
14,INTUBATION,->,SHUNT
15,VENTTUBE,->,DISCONNECT
16,VENTTUBE,->,PVSAT
17,VENTALV,->,MINVOL
18,VENTALV,->,ARTCO2
19,CATECHOL,->,HISTORY
20,HR,->,HRSAT
21,HR,->,CO
22,CO,->,BP
23,BP,->,TPR
24,PCWP,->,LVEDVOLUME
25,PULMEMBOLUS,->,INSUFFANESTH
