ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTALV
3,VENTMACH,->,MINVOLSET
4,PVSAT,->,SAO2
5,HREKG,->,HR
6,HRBP,->,ERRLOWOUTPUT
7,KINKEDTUBE,->,PULMEMBOLUS
8,LVFAILURE,->,HISTORY
9,LVEDVOLUME,->,LVFAILURE
10,LVEDVOLUME,->,HYPOVOLEMIA
11,LVEDVOLUME,->,PCWP
12,LVEDVOLUME,->,CVP
13,HRSAT,->,HREKG
14,HRSAT,->,ERRCAUTER
15,INTUBATION,->,SHUNT
16,VENTTUBE,->,DISCONNECT
17,VENTTUBE,->,VENTMACH
18,VENTTUBE,->,PRESS
19,VENTALV,->,MINVOL
20,VENTALV,->,ARTCO2
21,HR,->,HRBP
22,HR,->,CATECHOL
23,HR,->,CO
24,CO,->,STROKEVOLUME
25,CO,->,BP
26,CO,->,TPR
27,TPR,->,ANAPHYLAXIS
28,TPR,->,BP
