ID,Variable1,Dependency,Variable2
1,MINVOLSET,->,VENTMACH
2,VENTMACH,->,VENTTUBE
3,PVSAT,->,SAO2
4,EXPCO2,->,VENTLUNG
5,EXPCO2,->,ARTCO2
6,HREKG,->,CO
7,ERRCAUTER,->,HRSAT
8,HRBP,->,HR
9,LVFAILURE,->,HISTORY
10,LVEDVOLUME,->,LVFAILURE
11,LVEDVOLUME,->,HYPOVOLEMIA
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HRSAT,->,HREKG
15,INTUBATION,->,SHUNT
16,VENTTUBE,->,DISCONNECT
17,VENTALV,->,MINVOL
18,ARTCO2,->,EXPCO2
19,ARTCO2,->,VENTALV
20,HR,->,CATECHOL
21,CO,->,STROKEVOLUME
22,BP,->,TPR
23,INSUFFANESTH,->,ANAPHYLAXIS
