ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,MINVOLSET,->,VENTMACH
4,MINVOLSET,->,ERRLOWOUTPUT
5,VENTMACH,->,VENTTUBE
6,PVSAT,->,SAO2
7,HREKG,->,HRSAT
8,HREKG,->,HR
9,ERRCAUTER,->,HREKG
10,MINVOL,->,VENTALV
11,LVFAILURE,->,HISTORY
12,LVEDVOLUME,->,HYPOVOLEMIA
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,FIO2
16,VENTTUBE,->,VENTLUNG
17,VENTTUBE,->,DISCONNECT
18,VENTALV,->,ARTCO2
19,HR,->,HRBP
20,HR,->,CATECHOL
21,HR,->,CO
22,CO,->,STROKEVOLUME
23,CO,->,BP
24,BP,->,TPR
25,PULMEMBOLUS,->,HISTORY
