ID,Parent,Child,TrueOrFalse
0,X7,X46,true
1,X9,X120,true
2,X81,X162,true
3,X123,X172,true
4,X126,X166,true
5,X14,X72,true
6,X16,X173,true
7,X43,X199,true
8,X22,X84,true
9,X9,X15,true
10,X38,X157,true
11,X18,X194,true
12,X104,X146,true
13,X9,X37,true
14,X0,X12,true
15,X16,X17,true
16,X50,X112,true
17,X3,X5,true
18,X0,X5,true
19,X35,X115,true
20,X41,X43,true
21,X120,X124,true
22,X32,X102,true
23,X0,X57,true
24,X28,X37,true
25,X40,X61,true
26,X32,X84,true
27,X4,X7,true
28,X3,X36,true
29,X3,X27,true
30,X9,X42,true
31,X3,X58,true
32,X158,X199,true
33,X6,X28,true
34,X8,X24,true
35,X65,X185,true
36,X3,X8,true
37,X29,X90,true
38,X52,X63,true
39,X144,X158,true
40,X24,X104,true
41,X0,X76,true
42,X7,X65,true
43,X9,X96,true
44,X39,X164,true
45,X8,X42,true
46,X4,X26,true
47,X11,X22,true
48,X20,X59,true
49,X17,X83,true
50,X31,X172,true
51,X3,X92,true
52,X51,X139,true
53,X14,X23,true
54,X65,X177,true
55,X48,X53,true
56,X14,X109,true
57,X33,X103,true
58,X43,X110,true
59,X65,X89,true
60,X35,X129,true
61,X47,X186,true
62,X75,X121,true
63,X9,X94,true
64,X10,X105,true
65,X9,X11,true
66,X0,X20,true
67,X66,X95,true
68,X7,X34,true
69,X126,X167,true
70,X28,X48,true
71,X8,X36,true
72,X14,X16,true
73,X81,X114,true
74,X0,X4,true
75,X126,X135,true
76,X29,X46,true
77,X0,X58,true
78,X4,X59,true
79,X46,X105,false
80,X130,X149,false
81,X43,X54,false
82,X151,X162,false
83,X26,X40,false
84,X99,X102,false
85,X184,X2,false
86,X144,X189,false
87,X93,X134,false
88,X103,X138,false
89,X24,X79,false
90,X199,X198,false
91,X56,X59,false
92,X133,X121,false
93,X100,X85,false
94,X160,X138,false
95,X172,X33,false
96,X155,X109,false
97,X161,X68,false
98,X66,X3,false
99,X50,X131,false
100,X5,X155,false
101,X185,X32,false
102,X197,X53,false
103,X133,X181,false
104,X186,X164,false
105,X181,X121,false
106,X8,X191,false
107,X48,X32,false
108,X180,X59,false
109,X59,X132,false
110,X67,X170,false
111,X122,X22,false
112,X29,X61,false
113,X50,X13,false
114,X81,X80,false
115,X111,X97,false
116,X193,X91,false
117,X89,X10,false
118,X102,X67,false
119,X48,X185,false
120,X100,X196,false
121,X46,X147,false
122,X167,X100,false
123,X108,X198,false
124,X49,X11,false
125,X157,X32,false
126,X39,X111,false
127,X9,X40,false
128,X124,X86,false
129,X135,X71,false
130,X26,X20,false
131,X177,X21,false
132,X196,X6,false
133,X56,X147,false
134,X4,X163,false
135,X93,X52,false
136,X185,X151,false
137,X63,X50,false
138,X98,X106,false
139,X172,X90,false
140,X106,X115,false
141,X58,X95,false
142,X30,X9,false
143,X123,X48,false
144,X50,X105,false
145,X68,X76,false
146,X75,X192,false
147,X88,X41,false
148,X163,X8,false
149,X46,X148,false
150,X22,X148,false
151,X83,X141,false
152,X14,X93,false
153,X58,X121,false
154,X116,X9,false
155,X97,X0,false
156,X101,X65,false
157,X96,X40,false
