ID,Parent,Child,TrueOrFalse
0,X0,X1,true
1,X5,X18,true
2,X54,X55,true
3,X0,X12,true
4,X33,X103,true
5,X4,X114,true
6,X18,X148,true
7,X0,X5,true
8,X120,X163,true
9,X38,X111,true
10,X81,X85,true
11,X81,X97,true
12,X9,X132,true
13,X141,X145,true
14,X65,X185,true
15,X7,X109,true
16,X2,X104,true
17,X50,X74,true
18,X29,X81,true
19,X11,X22,true
20,X7,X39,true
21,X45,X112,true
22,X7,X22,true
23,X1,X4,true
24,X81,X114,true
25,X77,X179,true
26,X6,X166,true
27,X55,X71,true
28,X3,X136,true
29,X42,X170,true
30,X74,X143,true
31,X48,X81,true
32,X65,X89,true
33,X22,X84,true
34,X144,X158,true
35,X31,X172,true
36,X9,X187,true
37,X16,X173,true
38,X14,X16,true
39,X0,X13,true
40,X29,X46,true
41,X116,X159,true
42,X11,X75,true
43,X9,X68,true
44,X47,X124,true
45,X44,X110,true
46,X51,X95,true
47,X17,X78,true
48,X18,X82,true
49,X7,X116,true
50,X103,X174,true
51,X30,X80,true
52,X0,X4,true
53,X142,X188,true
54,X43,X92,true
55,X6,X131,true
56,X81,X163,true
57,X102,X156,true
58,X53,X158,true
59,X20,X101,true
60,X36,X177,true
61,X0,X60,true
62,X53,X125,true
63,X28,X32,true
64,X76,X77,true
65,X66,X95,true
66,X155,X197,true
67,X8,X182,true
68,X0,X20,true
69,X20,X134,true
70,X45,X71,true
71,X7,X9,true
72,X86,X165,true
73,X7,X144,true
74,X20,X141,true
75,X74,X113,true
76,X100,X152,true
77,X41,X48,true
78,X0,X21,true
79,X114,X184,false
80,X162,X47,false
81,X104,X117,false
82,X141,X71,false
83,X73,X136,false
84,X113,X67,false
85,X29,X84,false
86,X162,X101,false
87,X150,X136,false
88,X102,X84,false
89,X153,X16,false
90,X164,X136,false
91,X37,X63,false
92,X74,X140,false
93,X63,X72,false
94,X101,X11,false
95,X24,X175,false
96,X72,X58,false
97,X149,X174,false
98,X130,X125,false
99,X119,X14,false
100,X194,X159,false
101,X183,X64,false
102,X133,X118,false
103,X33,X146,false
104,X56,X21,false
105,X10,X160,false
106,X98,X40,false
107,X3,X184,false
108,X116,X86,false
109,X79,X148,false
110,X182,X5,false
111,X132,X73,false
112,X194,X126,false
113,X147,X39,false
114,X14,X114,false
115,X161,X152,false
116,X87,X49,false
117,X167,X196,false
118,X193,X71,false
119,X47,X29,false
120,X151,X199,false
121,X142,X183,false
122,X192,X9,false
123,X8,X145,false
124,X182,X20,false
125,X195,X0,false
126,X112,X195,false
127,X49,X108,false
128,X16,X163,false
129,X30,X162,false
130,X178,X89,false
131,X136,X104,false
132,X26,X152,false
133,X1,X149,false
134,X25,X138,false
135,X75,X130,false
136,X40,X84,false
137,X128,X6,false
138,X156,X30,false
139,X17,X0,false
140,X58,X97,false
141,X8,X193,false
142,X58,X180,false
143,X149,X67,false
144,X45,X140,false
145,X141,X12,false
146,X94,X157,false
147,X52,X53,false
148,X135,X34,false
149,X54,X6,false
150,X94,X22,false
151,X12,X170,false
152,X122,X123,false
153,X22,X107,false
154,X63,X41,false
155,X45,X149,false
156,X49,X58,false
157,X172,X86,false
