ID,Parent,Child,TrueOrFalse
0,X7,X33,true
1,X9,X29,true
2,X20,X59,true
3,X8,X127,true
4,X7,X14,true
5,X28,X153,true
6,X36,X177,true
7,X20,X150,true
8,X53,X187,true
9,X5,X11,true
10,X23,X69,true
11,X175,X179,true
12,X0,X13,true
13,X55,X157,true
14,X0,X3,true
15,X90,X118,true
16,X23,X154,true
17,X116,X159,true
18,X7,X34,true
19,X5,X160,true
20,X0,X21,true
21,X0,X25,true
22,X18,X34,true
23,X43,X92,true
24,X0,X2,true
25,X0,X64,true
26,X0,X57,true
27,X3,X145,true
28,X54,X141,true
29,X65,X185,true
30,X5,X140,true
31,X6,X28,true
32,X81,X162,true
33,X21,X117,true
34,X0,X33,true
35,X28,X55,true
36,X32,X52,true
37,X53,X139,true
38,X18,X60,true
39,X104,X146,true
40,X9,X67,true
41,X8,X35,true
42,X47,X93,true
43,X24,X121,true
44,X3,X5,true
45,X4,X137,true
46,X27,X31,true
47,X81,X114,true
48,X19,X173,true
49,X3,X127,true
50,X30,X32,true
51,X9,X52,true
52,X38,X43,true
53,X21,X72,true
54,X24,X119,true
55,X9,X37,true
56,X78,X195,true
57,X38,X157,true
58,X24,X87,true
59,X55,X103,true
60,X2,X104,true
61,X9,X123,true
62,X10,X113,true
63,X44,X110,true
64,X21,X29,true
65,X48,X53,true
66,X0,X24,true
67,X65,X89,true
68,X38,X50,true
69,X0,X76,true
70,X65,X177,true
71,X18,X28,true
72,X24,X102,true
73,X74,X94,true
74,X3,X92,true
75,X5,X19,true
76,X109,X155,true
77,X168,X192,true
78,X125,X144,true
79,X149,X126,false
80,X173,X92,false
81,X38,X150,false
82,X84,X113,false
83,X154,X29,false
84,X61,X176,false
85,X65,X114,false
86,X92,X27,false
87,X195,X44,false
88,X176,X93,false
89,X60,X188,false
90,X108,X86,false
91,X148,X95,false
92,X171,X98,false
93,X41,X79,false
94,X140,X61,false
95,X97,X150,false
96,X52,X123,false
97,X183,X84,false
98,X156,X147,false
99,X199,X129,false
100,X20,X182,false
101,X77,X19,false
102,X120,X70,false
103,X67,X164,false
104,X181,X45,false
105,X117,X184,false
106,X168,X142,false
107,X166,X37,false
108,X16,X127,false
109,X158,X171,false
110,X191,X145,false
111,X80,X146,false
112,X13,X49,false
113,X176,X41,false
114,X127,X58,false
115,X198,X91,false
116,X83,X66,false
117,X136,X48,false
118,X49,X183,false
119,X48,X143,false
120,X40,X183,false
121,X183,X117,false
122,X64,X30,false
123,X10,X146,false
124,X80,X195,false
125,X169,X106,false
126,X182,X41,false
127,X154,X166,false
128,X29,X38,false
129,X29,X101,false
130,X72,X20,false
131,X106,X125,false
132,X185,X104,false
133,X50,X161,false
134,X65,X64,false
135,X55,X124,false
136,X83,X13,false
137,X63,X70,false
138,X96,X169,false
139,X10,X155,false
140,X189,X174,false
141,X50,X10,false
142,X98,X89,false
143,X183,X133,false
144,X155,X129,false
145,X62,X90,false
146,X43,X77,false
147,X105,X166,false
148,X125,X19,false
149,X60,X68,false
150,X92,X87,false
151,X171,X36,false
152,X15,X55,false
153,X139,X62,false
154,X53,X11,false
155,X198,X199,false
156,X185,X191,false
157,X12,X56,false
