ID,Parent,Child,TrueOrFalse
0,X103,X174,true
1,X77,X160,true
2,X114,X126,true
3,X158,X199,true
4,X120,X124,true
5,X0,X56,true
6,X123,X172,true
7,X44,X150,true
8,X0,X12,true
9,X51,X70,true
10,X93,X178,true
11,X130,X148,true
12,X99,X159,true
13,X74,X143,true
14,X23,X180,true
15,X7,X65,true
16,X18,X194,true
17,X59,X79,true
18,X3,X30,true
19,X3,X27,true
20,X52,X63,true
21,X7,X39,true
22,X9,X176,true
23,X7,X46,true
24,X9,X94,true
25,X18,X40,true
26,X100,X152,true
27,X104,X108,true
28,X9,X123,true
29,X9,X68,true
30,X43,X199,true
31,X35,X78,true
32,X6,X131,true
33,X148,X189,true
34,X34,X44,true
35,X50,X112,true
36,X6,X28,true
37,X0,X64,true
38,X7,X47,true
39,X43,X136,true
40,X0,X49,true
41,X17,X38,true
42,X2,X142,true
43,X7,X120,true
44,X78,X106,true
45,X65,X177,true
46,X9,X37,true
47,X35,X147,true
48,X44,X87,true
49,X7,X9,true
50,X104,X135,true
51,X18,X60,true
52,X78,X193,true
53,X5,X8,true
54,X38,X62,true
55,X179,X190,true
56,X0,X133,true
57,X48,X81,true
58,X44,X130,true
59,X18,X82,true
60,X0,X2,true
61,X3,X20,true
62,X3,X82,true
63,X29,X90,true
64,X65,X194,true
65,X20,X59,true
66,X54,X55,true
67,X34,X101,true
68,X18,X89,true
69,X21,X130,true
70,X20,X134,true
71,X76,X77,true
72,X4,X7,true
73,X17,X78,true
74,X0,X24,true
75,X7,X73,true
76,X126,X167,true
77,X4,X114,true
78,X0,X21,true
79,X82,X59,false
80,X76,X69,false
81,X17,X89,false
82,X187,X63,false
83,X23,X119,false
84,X57,X163,false
85,X147,X60,false
86,X20,X24,false
87,X146,X85,false
88,X64,X118,false
89,X183,X122,false
90,X29,X183,false
91,X105,X119,false
92,X20,X70,false
93,X101,X28,false
94,X167,X138,false
95,X120,X22,false
96,X56,X146,false
97,X151,X73,false
98,X165,X96,false
99,X176,X150,false
100,X71,X21,false
101,X10,X98,false
102,X165,X109,false
103,X125,X124,false
104,X75,X90,false
105,X132,X149,false
106,X24,X25,false
107,X183,X196,false
108,X35,X106,false
109,X44,X108,false
110,X9,X59,false
111,X145,X12,false
112,X7,X133,false
113,X67,X106,false
114,X68,X190,false
115,X4,X171,false
116,X117,X67,false
117,X196,X74,false
118,X185,X127,false
119,X111,X79,false
120,X195,X143,false
121,X30,X137,false
122,X19,X151,false
123,X138,X95,false
124,X68,X86,false
125,X125,X52,false
126,X9,X197,false
127,X110,X124,false
128,X35,X113,false
129,X30,X158,false
130,X15,X110,false
131,X26,X14,false
132,X36,X198,false
133,X156,X49,false
134,X11,X140,false
135,X59,X73,false
136,X199,X25,false
137,X155,X175,false
138,X13,X164,false
139,X0,X81,false
140,X131,X8,false
141,X82,X42,false
142,X60,X40,false
143,X184,X192,false
144,X53,X157,false
145,X61,X114,false
146,X67,X19,false
147,X60,X139,false
148,X104,X70,false
149,X192,X21,false
150,X8,X120,false
151,X115,X5,false
152,X182,X21,false
153,X17,X93,false
154,X96,X86,false
155,X103,X178,false
156,X144,X94,false
157,X192,X42,false
