ID,Parent,Child,TrueOrFalse
0,X9,X123,true
1,X38,X98,true
2,X38,X62,true
3,X5,X18,true
4,X8,X182,true
5,X32,X84,true
6,X14,X16,true
7,X20,X101,true
8,X78,X178,true
9,X38,X197,true
10,X61,X106,true
11,X5,X160,true
12,X44,X87,true
13,X90,X138,true
14,X3,X69,true
15,X7,X109,true
16,X14,X70,true
17,X44,X130,true
18,X74,X143,true
19,X81,X162,true
20,X4,X59,true
21,X0,X192,true
22,X6,X131,true
23,X18,X82,true
24,X0,X60,true
25,X18,X89,true
26,X71,X176,true
27,X7,X10,true
28,X163,X181,true
29,X37,X86,true
30,X23,X154,true
31,X83,X169,true
32,X28,X32,true
33,X41,X48,true
34,X7,X120,true
35,X7,X21,true
36,X24,X102,true
37,X0,X57,true
38,X179,X190,true
39,X18,X126,true
40,X155,X197,true
41,X89,X190,true
42,X44,X150,true
43,X120,X124,true
44,X18,X40,true
45,X7,X73,true
46,X48,X53,true
47,X104,X146,true
48,X60,X133,true
49,X55,X157,true
50,X31,X172,true
51,X5,X198,true
52,X75,X121,true
53,X93,X175,true
54,X67,X185,true
55,X40,X61,true
56,X81,X97,true
57,X54,X93,true
58,X8,X24,true
59,X0,X41,true
60,X9,X51,true
61,X39,X75,true
62,X65,X89,true
63,X17,X78,true
64,X51,X70,true
65,X125,X144,true
66,X7,X12,true
67,X0,X1,true
68,X0,X12,true
69,X1,X3,true
70,X5,X7,true
71,X33,X103,true
72,X81,X169,true
73,X65,X177,true
74,X8,X63,true
75,X81,X163,true
76,X3,X97,true
77,X148,X189,true
78,X43,X199,true
79,X72,X28,false
80,X155,X61,false
81,X82,X81,false
82,X98,X158,false
83,X75,X184,false
84,X63,X67,false
85,X160,X72,false
86,X143,X117,false
87,X183,X103,false
88,X85,X64,false
89,X147,X107,false
90,X85,X58,false
91,X88,X62,false
92,X121,X69,false
93,X25,X44,false
94,X53,X85,false
95,X93,X32,false
96,X41,X26,false
97,X59,X177,false
98,X149,X196,false
99,X154,X153,false
100,X128,X4,false
101,X83,X106,false
102,X140,X31,false
103,X18,X42,false
104,X7,X56,false
105,X94,X134,false
106,X83,X3,false
107,X32,X181,false
108,X176,X121,false
109,X181,X170,false
110,X193,X97,false
111,X176,X144,false
112,X128,X22,false
113,X86,X13,false
114,X1,X117,false
115,X50,X77,false
116,X152,X115,false
117,X177,X59,false
118,X56,X131,false
119,X166,X39,false
120,X106,X25,false
121,X138,X106,false
122,X24,X154,false
123,X29,X139,false
124,X98,X59,false
125,X5,X114,false
126,X79,X199,false
127,X113,X20,false
128,X26,X133,false
129,X57,X84,false
130,X31,X176,false
131,X8,X48,false
132,X103,X62,false
133,X9,X189,false
134,X159,X183,false
135,X122,X129,false
136,X140,X4,false
137,X59,X2,false
138,X87,X93,false
139,X120,X181,false
140,X40,X62,false
141,X174,X126,false
142,X150,X53,false
143,X142,X131,false
144,X93,X14,false
145,X46,X5,false
146,X46,X142,false
147,X197,X188,false
148,X82,X139,false
149,X96,X108,false
150,X108,X90,false
151,X125,X156,false
152,X33,X126,false
153,X17,X73,false
154,X59,X163,false
155,X58,X128,false
156,X181,X93,false
157,X151,X136,false
