ID,Parent,Child,TrueOrFalse
0,X38,X197,true
1,X1,X4,true
2,X44,X110,true
3,X38,X111,true
4,X31,X172,true
5,X17,X83,true
6,X23,X69,true
7,X123,X172,true
8,X0,X25,true
9,X3,X183,true
10,X65,X149,true
11,X81,X85,true
12,X5,X7,true
13,X155,X197,true
14,X5,X18,true
15,X0,X39,true
16,X4,X7,true
17,X103,X174,true
18,X30,X32,true
19,X9,X67,true
20,X0,X41,true
21,X74,X164,true
22,X10,X105,true
23,X9,X176,true
24,X22,X84,true
25,X18,X194,true
26,X14,X64,true
27,X21,X67,true
28,X67,X111,true
29,X76,X182,true
30,X7,X116,true
31,X130,X148,true
32,X48,X53,true
33,X0,X192,true
34,X18,X126,true
35,X43,X110,true
36,X50,X112,true
37,X0,X14,true
38,X7,X10,true
39,X41,X43,true
40,X0,X24,true
41,X9,X68,true
42,X18,X50,true
43,X5,X11,true
44,X3,X58,true
45,X66,X95,true
46,X53,X125,true
47,X28,X54,true
48,X148,X162,true
49,X1,X25,true
50,X9,X120,true
51,X54,X93,true
52,X3,X82,true
53,X44,X150,true
54,X3,X6,true
55,X59,X83,true
56,X4,X26,true
57,X0,X49,true
58,X8,X63,true
59,X19,X66,true
60,X3,X127,true
61,X51,X139,true
62,X104,X108,true
63,X8,X36,true
64,X7,X47,true
65,X95,X161,true
66,X81,X97,true
67,X9,X10,true
68,X24,X121,true
69,X7,X46,true
70,X65,X194,true
71,X99,X159,true
72,X32,X102,true
73,X19,X56,true
74,X6,X166,true
75,X10,X41,true
76,X120,X163,true
77,X49,X90,true
78,X7,X91,true
79,X89,X184,false
80,X87,X90,false
81,X58,X71,false
82,X47,X187,false
83,X142,X20,false
84,X118,X154,false
85,X0,X52,false
86,X31,X117,false
87,X192,X7,false
88,X56,X117,false
89,X117,X126,false
90,X13,X66,false
91,X31,X181,false
92,X4,X135,false
93,X163,X60,false
94,X42,X11,false
95,X64,X95,false
96,X141,X167,false
97,X79,X3,false
98,X122,X157,false
99,X185,X149,false
100,X136,X10,false
101,X150,X139,false
102,X33,X116,false
103,X187,X88,false
104,X171,X133,false
105,X139,X34,false
106,X105,X134,false
107,X44,X153,false
108,X30,X136,false
109,X174,X142,false
110,X154,X127,false
111,X117,X101,false
112,X66,X118,false
113,X168,X132,false
114,X104,X42,false
115,X194,X138,false
116,X155,X96,false
117,X11,X7,false
118,X8,X21,false
119,X2,X138,false
120,X127,X26,false
121,X29,X39,false
122,X58,X23,false
123,X88,X86,false
124,X184,X104,false
125,X155,X140,false
126,X18,X197,false
127,X114,X156,false
128,X199,X27,false
129,X51,X117,false
130,X123,X86,false
131,X135,X46,false
132,X21,X125,false
133,X132,X181,false
134,X107,X164,false
135,X144,X123,false
136,X161,X170,false
137,X96,X6,false
138,X119,X75,false
139,X57,X174,false
140,X139,X127,false
141,X177,X41,false
142,X150,X170,false
143,X44,X177,false
144,X70,X179,false
145,X198,X73,false
146,X65,X100,false
147,X112,X144,false
148,X19,X195,false
149,X99,X189,false
150,X170,X39,false
151,X46,X83,false
152,X10,X195,false
153,X103,X81,false
154,X30,X111,false
155,X56,X57,false
156,X36,X137,false
157,X71,X150,false
