ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,PVSAT,->,SAO2
5,HREKG,->,ERRCAUTER
6,HREKG,->,HRSAT
7,HRBP,->,ERRLOWOUTPUT
8,HRBP,->,HR
9,MINVOL,->,VENTALV
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,HISTORY
12,LVEDVOLUME,->,HYPOVOLEMIA
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,KINKEDTUBE
16,HYPOVOLEMIA,->,STROKEVOLUME
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,DISCONNECT
19,VENTTUBE,->,MINVOL
20,VENTALV,->,VENTLUNG
21,VENTALV,->,INTUBATION
22,VENTALV,->,ARTCO2
23,ARTCO2,->,PVSAT
24,HR,->,HREKG
25,HR,->,CATECHOL
26,CO,->,HRBP
27,CO,->,BP
28,BP,->,TPR
29,SHUNT,->,PULMEMBOLUS
30,PULMEMBOLUS,->,PAP
