ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,VENTMACH,->,VENTTUBE
5,PRESS,->,KINKEDTUBE
6,ERRCAUTER,->,HRSAT
7,HRBP,->,ERRLOWOUTPUT
8,STROKEVOLUME,->,CO
9,LVFAILURE,->,LVEDVOLUME
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,STROKEVOLUME
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HRSAT,->,HREKG
15,HRSAT,->,HR
16,VENTTUBE,->,VENTLUNG
17,VENTTUBE,->,DISCONNECT
18,VENTALV,->,ARTCO2
19,CATECHOL,->,TPR
20,ARTCO2,->,EXPCO2
21,ARTCO2,->,SAO2
22,HR,->,HRBP
23,HR,->,CATECHOL
24,HR,->,CO
25,TPR,->,BP
26,PCWP,->,HYPOVOLEMIA
27,SHUNT,->,INTUBATION
28,PULMEMBOLUS,->,SHUNT
29,SAO2,->,PVSAT
