ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,MINVOLSET,->,VENTMACH
4,PVSAT,->,SAO2
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,HRBP,->,HR
8,MINVOL,->,VENTALV
9,STROKEVOLUME,->,LVFAILURE
10,STROKEVOLUME,->,HYPOVOLEMIA
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HRSAT,->,ERRCAUTER
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,VENTLUNG
19,VENTTUBE,->,DISCONNECT
20,VENTALV,->,ARTCO2
21,HR,->,HREKG
22,HR,->,CO
23,CO,->,STROKEVOLUME
24,CO,->,BP
25,BP,->,TPR
26,TPR,->,INSUFFANESTH
27,SHUNT,->,PULMEMBOLUS
