ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,DISCONNECT,->,VENTTUBE
5,DISCONNECT,->,ARTCO2
6,VENTMACH,->,VENTTUBE
7,PRESS,->,KINKEDTUBE
8,PVSAT,->,SAO2
9,EXPCO2,->,VENTLUNG
10,EXPCO2,->,INTUBATION
11,ERRCAUTER,->,HREKG
12,HRBP,->,ERRLOWOUTPUT
13,HRBP,->,HR
14,STROKEVOLUME,->,CO
15,LVFAILURE,->,LVEDVOLUME
16,LVFAILURE,->,HISTORY
17,LVEDVOLUME,->,HYPOVOLEMIA
18,LVEDVOLUME,->,PCWP
19,LVEDVOLUME,->,CVP
20,HYPOVOLEMIA,->,STROKEVOLUME
21,HYPOVOLEMIA,->,ANAPHYLAXIS
22,HRSAT,->,ERRCAUTER
23,HRSAT,->,HRBP
24,HISTORY,->,STROKEVOLUME
25,PAP,->,PULMEMBOLUS
26,INTUBATION,->,SHUNT
27,VENTTUBE,->,PRESS
28,VENTALV,->,MINVOLSET
29,CATECHOL,->,CO
30,CATECHOL,->,TPR
31,ARTCO2,->,EXPCO2
32,HR,->,HREKG
33,HR,->,CATECHOL
34,TPR,->,BP
