ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,VENTALV
2,DISCONNECT,->,ERRLOWOUTPUT
3,DISCONNECT,->,VENTTUBE
4,VENTMACH,->,MINVOLSET
5,PVSAT,->,LVFAILURE
6,PVSAT,->,SAO2
7,EXPCO2,->,KINKEDTUBE
8,ERRCAUTER,->,INTUBATION
9,ERRLOWOUTPUT,->,HRBP
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,LVEDVOLUME
12,LVEDVOLUME,->,HISTORY
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,INTUBATION,->,SHUNT
16,VENTTUBE,->,VENTMACH
17,VENTALV,->,DISCONNECT
18,VENTALV,->,MINVOL
19,VENTALV,->,ARTCO2
20,CATECHOL,->,HR
21,CATECHOL,->,INSUFFANESTH
22,ARTCO2,->,EXPCO2
23,ARTCO2,->,CATECHOL
24,HR,->,HREKG
25,HR,->,HRBP
26,HR,->,HRSAT
27,HR,->,CO
28,CO,->,FIO2
29,BP,->,TPR
30,TPR,->,FIO2
31,INSUFFANESTH,->,ERRLOWOUTPUT
32,INSUFFANESTH,->,ANAPHYLAXIS
33,SHUNT,->,PULMEMBOLUS
34,CVP,->,HYPOVOLEMIA
