ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,DISCONNECT,->,VENTTUBE
4,HREKG,->,ERRCAUTER
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,HRBP,->,HR
8,MINVOL,->,INTUBATION
9,MINVOL,->,VENTALV
10,STROKEVOLUME,->,LVFAILURE
11,STROKEVOLUME,->,CO
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,STROKEVOLUME
16,HRSAT,->,CATECHOL
17,VENTTUBE,->,VENTMACH
18,VENTTUBE,->,PRESS
19,VENTALV,->,ARTCO2
20,CATECHOL,->,TPR
21,ARTCO2,->,DISCONNECT
22,HR,->,HREKG
23,CO,->,HRBP
24,TPR,->,BP
25,PCWP,->,LVEDVOLUME
26,SHUNT,->,PULMEMBOLUS
27,PULMEMBOLUS,->,PAP
