ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,MINVOLSET,->,VENTMACH
3,DISCONNECT,->,VENTTUBE
4,HREKG,->,ERRCAUTER
5,HREKG,->,HRSAT
6,HREKG,->,HR
7,HRBP,->,HREKG
8,MINVOL,->,VENTALV
9,STROKEVOLUME,->,CO
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,HYPOVOLEMIA
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HYPOVOLEMIA,->,FIO2
15,HYPOVOLEMIA,->,STROKEVOLUME
16,VENTTUBE,->,VENTLUNG
17,VENTALV,->,ARTCO2
18,CATECHOL,->,TPR
19,ARTCO2,->,EXPCO2
20,HR,->,CO
21,CO,->,LVFAILURE
22,TPR,->,BP
23,PULMEMBOLUS,->,HISTORY
