ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,PRESS,->,KINKEDTUBE
5,FIO2,->,ANAPHYLAXIS
6,PVSAT,->,SAO2
7,EXPCO2,->,VENTALV
8,HREKG,->,ERRCAUTER
9,HREKG,->,HRSAT
10,HRBP,->,ERRLOWOUTPUT
11,ERRLOWOUTPUT,->,SHUNT
12,KINKEDTUBE,->,INSUFFANESTH
13,LVFAILURE,->,HISTORY
14,LVEDVOLUME,->,LVFAILURE
15,LVEDVOLUME,->,HYPOVOLEMIA
16,LVEDVOLUME,->,PCWP
17,LVEDVOLUME,->,CVP
18,HRSAT,->,HR
19,VENTTUBE,->,DISCONNECT
20,VENTALV,->,MINVOL
21,VENTALV,->,ARTCO2
22,CATECHOL,->,HREKG
23,HR,->,HRBP
24,HR,->,CO
25,CO,->,STROKEVOLUME
26,BP,->,TPR
27,TPR,->,CATECHOL
28,SHUNT,->,PULMEMBOLUS
29,PULMEMBOLUS,->,PAP
