ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,PVSAT,->,SAO2
3,ERRCAUTER,->,HRSAT
4,HRBP,->,HR
5,ERRLOWOUTPUT,->,HRBP
6,MINVOL,->,VENTLUNG
7,MINVOL,->,VENTALV
8,LVFAILURE,->,HISTORY
9,HYPOVOLEMIA,->,STROKEVOLUME
10,INTUBATION,->,SHUNT
11,VENTTUBE,->,DISCONNECT
12,VENTTUBE,->,PVSAT
13,VENTALV,->,ARTCO2
14,CATECHOL,->,HISTORY
15,ARTCO2,->,CATECHOL
16,HR,->,HREKG
17,HR,->,HRSAT
18,HR,->,CO
19,CO,->,BP
20,BP,->,TPR
21,PCWP,->,LVEDVOLUME
22,PCWP,->,HYPOVOLEMIA
23,PCWP,->,CVP
24,INSUFFANESTH,->,FIO2
25,PULMEMBOLUS,->,INSUFFANESTH
