ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,PRESS,->,KINKEDTUBE
5,ERRCAUTER,->,HREKG
6,ERRCAUTER,->,HRSAT
7,HRBP,->,CATECHOL
8,ERRLOWOUTPUT,->,HRBP
9,MINVOL,->,VENTLUNG
10,MINVOL,->,VENTALV
11,MINVOL,->,SHUNT
12,STROKEVOLUME,->,LVFAILURE
13,LVFAILURE,->,HISTORY
14,LVEDVOLUME,->,HYPOVOLEMIA
15,LVEDVOLUME,->,PCWP
16,LVEDVOLUME,->,CVP
17,HYPOVOLEMIA,->,CO
18,HYPOVOLEMIA,->,INSUFFANESTH
19,VENTTUBE,->,DISCONNECT
20,VENTALV,->,ARTCO2
21,CATECHOL,->,HREKG
22,CATECHOL,->,HR
23,ARTCO2,->,FIO2
24,HR,->,HRSAT
25,HR,->,CO
26,CO,->,STROKEVOLUME
27,CO,->,BP
28,BP,->,TPR
29,SHUNT,->,INTUBATION
