ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,MINVOLSET,->,VENTMACH
4,PVSAT,->,SAO2
5,HREKG,->,HR
6,ERRLOWOUTPUT,->,HRBP
7,MINVOL,->,VENTALV
8,KINKEDTUBE,->,HREKG
9,KINKEDTUBE,->,SHUNT
10,LVFAILURE,->,LVEDVOLUME
11,LVEDVOLUME,->,PCWP
12,LVEDVOLUME,->,CVP
13,HYPOVOLEMIA,->,STROKEVOLUME
14,HYPOVOLEMIA,->,LVEDVOLUME
15,ANAPHYLAXIS,->,KINKEDTUBE
16,ANAPHYLAXIS,->,HRSAT
17,VENTTUBE,->,MINVOLSET
18,VENTTUBE,->,DISCONNECT
19,VENTALV,->,INTUBATION
20,VENTALV,->,VENTTUBE
21,VENTALV,->,ARTCO2
22,HR,->,HRBP
23,HR,->,HRSAT
24,HR,->,CO
25,CO,->,BP
26,BP,->,TPR
27,CVP,->,LVFAILURE
28,SAO2,->,HISTORY
