ID,Variable1,Dependency,Variable2
1,MINVOLSET,->,VENTMACH
2,DISCONNECT,->,VENTTUBE
3,EXPCO2,->,VENTLUNG
4,HREKG,->,HRSAT
5,HRBP,->,HR
6,LVFAILURE,->,HISTORY
7,LVEDVOLUME,->,HYPOVOLEMIA
8,LVEDVOLUME,->,PCWP
9,LVEDVOLUME,->,CVP
10,HRSAT,->,ERRCAUTER
11,ANAPHYLAXIS,->,TPR
12,VENTTUBE,->,MINVOLSET
13,VENTALV,->,MINVOL
14,CATECHOL,->,HRBP
15,CATECHOL,->,BP
16,ARTCO2,->,EXPCO2
17,ARTCO2,->,VENTALV
18,HR,->,HREKG
19,HR,->,CO
20,CO,->,STROKEVOLUME
21,CO,->,TPR
22,BP,->,TPR
23,PCWP,->,LVFAILURE
24,SHUNT,->,INTUBATION
25,SHUNT,->,PULMEMBOLUS
26,PULMEMBOLUS,->,PAP
27,SAO2,->,PVSAT
