ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTALV
3,DISCONNECT,->,VENTTUBE
4,VENTMACH,->,PULMEMBOLUS
5,PVSAT,->,SAO2
6,ERRCAUTER,->,HREKG
7,ERRCAUTER,->,HRSAT
8,HRBP,->,ERRLOWOUTPUT
9,HRBP,->,HRSAT
10,KINKEDTUBE,->,PRESS
11,STROKEVOLUME,->,CO
12,LVFAILURE,->,LVEDVOLUME
13,LVFAILURE,->,HISTORY
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,STROKEVOLUME
16,HYPOVOLEMIA,->,PCWP
17,ANAPHYLAXIS,->,TPR
18,VENTALV,->,ARTCO2
19,CATECHOL,->,HR
20,HR,->,HREKG
21,HR,->,HRBP
22,HR,->,CO
23,BP,->,ANAPHYLAXIS
24,INSUFFANESTH,->,ANAPHYLAXIS
25,PULMEMBOLUS,->,SHUNT
