ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,FIO2,->,PULMEMBOLUS
5,PVSAT,->,SAO2
6,EXPCO2,->,VENTLUNG
7,HREKG,->,ERRCAUTER
8,HREKG,->,HRSAT
9,ERRLOWOUTPUT,->,HRBP
10,MINVOL,->,VENTALV
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HRSAT,->,HR
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,DISCONNECT
19,VENTTUBE,->,PRESS
20,VENTALV,->,MINVOLSET
21,VENTALV,->,PVSAT
22,VENTALV,->,INTUBATION
23,VENTALV,->,ARTCO2
24,CATECHOL,->,HREKG
25,CATECHOL,->,TPR
26,HR,->,HRBP
27,HR,->,CO
28,CO,->,STROKEVOLUME
29,CO,->,BP
30,TPR,->,BP
