ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,PVSAT,->,SAO2
5,HREKG,->,ERRCAUTER
6,HREKG,->,HRSAT
7,HRBP,->,ERRLOWOUTPUT
8,HRBP,->,HR
9,MINVOL,->,VENTALV
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HYPOVOLEMIA,->,STROKEVOLUME
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,DISCONNECT
19,VENTALV,->,VENTLUNG
20,VENTALV,->,INTUBATION
21,VENTALV,->,ARTCO2
22,CATECHOL,->,MINVOL
23,HR,->,HREKG
24,HR,->,CATECHOL
25,HR,->,CO
26,BP,->,TPR
