ID,Variable1,Dependency,Variable2
1,DISCONNECT,->,PRESS
2,DISCONNECT,->,VENTTUBE
3,VENTMACH,->,MINVOLSET
4,PVSAT,->,SAO2
5,HREKG,->,ERRCAUTER
6,HREKG,->,HRSAT
7,ERRLOWOUTPUT,->,HRBP
8,MINVOL,->,VENTALV
9,STROKEVOLUME,->,LVFAILURE
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HRSAT,->,HR
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,VENTMACH
19,VENTTUBE,->,MINVOL
20,VENTALV,->,VENTLUNG
21,VENTALV,->,PVSAT
22,VENTALV,->,ARTCO2
23,CATECHOL,->,HREKG
24,ARTCO2,->,EXPCO2
25,HR,->,HRBP
26,BP,->,TPR
27,TPR,->,CATECHOL
28,SHUNT,->,PULMEMBOLUS
29,PULMEMBOLUS,->,ERRLOWOUTPUT
