ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOLSET
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,PVSAT,->,SAO2
5,EXPCO2,->,VENTLUNG
6,HREKG,->,HRSAT
7,ERRCAUTER,->,HREKG
8,HRBP,->,HR
9,STROKEVOLUME,->,CO
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,STROKEVOLUME
12,LVEDVOLUME,->,LVFAILURE
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,LVEDVOLUME
16,INTUBATION,->,SHUNT
17,VENTTUBE,->,DISCONNECT
18,VENTALV,->,MINVOL
19,VENTALV,->,ARTCO2
20,ARTCO2,->,EXPCO2
21,HR,->,HREKG
22,HR,->,CATECHOL
23,CO,->,HRBP
24,CO,->,TPR
25,BP,->,TPR
26,TPR,->,CATECHOL
27,PULMEMBOLUS,->,SHUNT
