ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,VENTMACH,->,VENTTUBE
5,EXPCO2,->,INTUBATION
6,HREKG,->,ERRCAUTER
7,HREKG,->,HRSAT
8,HRBP,->,HR
9,STROKEVOLUME,->,HYPOVOLEMIA
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,HISTORY
12,LVEDVOLUME,->,LVFAILURE
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,HYPOVOLEMIA,->,LVEDVOLUME
16,HRSAT,->,HRBP
17,INTUBATION,->,VENTALV
18,INTUBATION,->,SHUNT
19,VENTTUBE,->,VENTLUNG
20,VENTTUBE,->,DISCONNECT
21,VENTALV,->,MINVOL
22,VENTALV,->,ARTCO2
23,CATECHOL,->,HREKG
24,ARTCO2,->,CATECHOL
25,HR,->,ERRCAUTER
26,HR,->,CO
27,TPR,->,BP
