ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,PVSAT,->,SAO2
5,HREKG,->,HRSAT
6,ERRCAUTER,->,KINKEDTUBE
7,HRBP,->,ERRLOWOUTPUT
8,HRBP,->,HR
9,STROKEVOLUME,->,CO
10,LVFAILURE,->,STROKEVOLUME
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HYPOVOLEMIA,->,FIO2
17,HYPOVOLEMIA,->,STROKEVOLUME
18,HRSAT,->,ERRCAUTER
19,INTUBATION,->,SHUNT
20,VENTTUBE,->,DISCONNECT
21,VENTALV,->,MINVOL
22,VENTALV,->,INTUBATION
23,VENTALV,->,VENTTUBE
24,VENTALV,->,ARTCO2
25,ARTCO2,->,MINVOLSET
26,HR,->,HREKG
27,HR,->,CATECHOL
28,CO,->,HRBP
29,CO,->,BP
30,BP,->,TPR
31,SHUNT,->,PULMEMBOLUS
