ID,Parent,Child,TrueOrFalse
0,X27,X82,true
1,X7,X75,true
2,X0,X3,true
3,X2,X5,true
4,X2,X12,true
5,X7,X10,true
6,X9,X17,true
7,X9,X20,true
8,X10,X30,true
9,X46,X50,true
10,X1,X33,true
11,X58,X99,true
12,X28,X66,true
13,X0,X45,true
14,X0,X65,true
15,X65,X90,true
16,X2,X20,true
17,X68,X95,true
18,X27,X46,true
19,X85,X93,true
20,X10,X14,true
21,X11,X57,true
22,X23,X96,true
23,X1,X98,true
24,X7,X29,true
25,X1,X51,true
26,X18,X19,true
27,X5,X38,true
28,X0,X70,true
29,X7,X94,true
30,X2,X40,true
31,X21,X85,true
32,X1,X19,true
33,X7,X78,true
34,X11,X47,true
35,X9,X15,true
36,X7,X67,true
37,X12,X32,true
38,X1,X45,true
39,X17,X69,false
40,X73,X99,false
41,X86,X98,false
42,X64,X48,false
43,X59,X44,false
44,X81,X42,false
45,X21,X79,false
46,X86,X27,false
47,X20,X70,false
48,X53,X36,false
49,X67,X51,false
50,X6,X80,false
51,X85,X88,false
52,X59,X48,false
53,X28,X38,false
54,X31,X19,false
55,X80,X43,false
56,X66,X13,false
57,X15,X29,false
58,X11,X80,false
59,X15,X17,false
60,X36,X75,false
61,X41,X38,false
62,X11,X12,false
63,X82,X91,false
64,X1,X66,false
65,X17,X62,false
66,X97,X15,false
67,X73,X7,false
68,X77,X76,false
69,X75,X74,false
70,X44,X20,false
71,X96,X53,false
72,X83,X44,false
73,X39,X78,false
74,X57,X54,false
75,X14,X54,false
76,X60,X88,false
77,X41,X21,false
