ID,Parent,Child,TrueOrFalse
0,X12,X96,true
1,X28,X66,true
2,X1,X38,true
3,X6,X59,true
4,X1,X9,true
5,X4,X92,true
6,X1,X19,true
7,X33,X63,true
8,X7,X78,true
9,X9,X44,true
10,X14,X21,true
11,X2,X60,true
12,X1,X6,true
13,X18,X94,true
14,X16,X72,true
15,X0,X65,true
16,X27,X47,true
17,X84,X90,true
18,X11,X81,true
19,X2,X97,true
20,X75,X83,true
21,X10,X11,true
22,X17,X18,true
23,X24,X44,true
24,X2,X39,true
25,X3,X31,true
26,X1,X4,true
27,X2,X17,true
28,X2,X20,true
29,X9,X22,true
30,X22,X79,true
31,X6,X13,true
32,X1,X59,true
33,X43,X54,true
34,X14,X53,true
35,X2,X46,true
36,X0,X4,true
37,X37,X83,true
38,X11,X64,true
39,X95,X16,false
40,X76,X14,false
41,X70,X85,false
42,X40,X8,false
43,X91,X31,false
44,X50,X43,false
45,X27,X49,false
46,X73,X94,false
47,X2,X85,false
48,X71,X44,false
49,X14,X22,false
50,X59,X51,false
51,X8,X41,false
52,X79,X6,false
53,X68,X45,false
54,X23,X78,false
55,X46,X98,false
56,X86,X57,false
57,X98,X27,false
58,X75,X81,false
59,X40,X48,false
60,X54,X91,false
61,X23,X31,false
62,X70,X34,false
63,X91,X19,false
64,X89,X29,false
65,X14,X84,false
66,X0,X35,false
67,X35,X70,false
68,X59,X33,false
69,X30,X11,false
70,X46,X68,false
71,X41,X57,false
72,X44,X14,false
73,X66,X61,false
74,X95,X0,false
75,X5,X42,false
76,X69,X93,false
77,X80,X72,false
