ID,Parent,Child,TrueOrFalse
0,X6,X59,true
1,X27,X46,true
2,X2,X27,true
3,X13,X52,true
4,X2,X82,true
5,X10,X11,true
6,X1,X51,true
7,X1,X7,true
8,X43,X54,true
9,X0,X34,true
10,X22,X35,true
11,X15,X42,true
12,X37,X83,true
13,X2,X97,true
14,X1,X59,true
15,X18,X69,true
16,X11,X57,true
17,X6,X62,true
18,X3,X69,true
19,X33,X62,true
20,X0,X65,true
21,X4,X24,true
22,X28,X55,true
23,X2,X10,true
24,X1,X41,true
25,X2,X91,true
26,X15,X77,true
27,X10,X56,true
28,X10,X14,true
29,X23,X58,true
30,X2,X12,true
31,X36,X72,true
32,X27,X47,true
33,X18,X33,true
34,X37,X64,true
35,X24,X78,true
36,X11,X47,true
37,X12,X96,true
38,X21,X85,true
39,X52,X95,false
40,X29,X36,false
41,X53,X62,false
42,X53,X75,false
43,X37,X16,false
44,X63,X64,false
45,X39,X54,false
46,X1,X80,false
47,X81,X30,false
48,X93,X82,false
49,X29,X23,false
50,X6,X93,false
51,X72,X77,false
52,X27,X3,false
53,X56,X41,false
54,X28,X45,false
55,X66,X89,false
56,X83,X58,false
57,X84,X69,false
58,X47,X52,false
59,X12,X4,false
60,X15,X16,false
61,X77,X58,false
62,X7,X26,false
63,X43,X4,false
64,X22,X83,false
65,X7,X65,false
66,X85,X92,false
67,X3,X6,false
68,X44,X21,false
69,X51,X92,false
70,X30,X21,false
71,X27,X11,false
72,X99,X22,false
73,X61,X48,false
74,X42,X93,false
75,X82,X23,false
76,X55,X82,false
77,X42,X12,false
