ID,Parent,Child,TrueOrFalse
0,X2,X66,true
1,X0,X45,true
2,X11,X81,true
3,X14,X53,true
4,X10,X50,true
5,X90,X97,true
6,X15,X76,true
7,X10,X11,true
8,X30,X89,true
9,X1,X23,true
10,X0,X68,true
11,X0,X65,true
12,X18,X33,true
13,X6,X62,true
14,X0,X27,true
15,X21,X85,true
16,X36,X86,true
17,X24,X44,true
18,X26,X79,true
19,X4,X24,true
20,X5,X12,true
21,X1,X33,true
22,X28,X49,true
23,X18,X94,true
24,X22,X35,true
25,X12,X86,true
26,X18,X55,true
27,X7,X94,true
28,X1,X51,true
29,X2,X10,true
30,X13,X15,true
31,X24,X78,true
32,X12,X96,true
33,X1,X28,true
34,X1,X41,true
35,X12,X32,true
36,X1,X7,true
37,X1,X38,true
38,X37,X83,true
39,X28,X56,false
40,X5,X67,false
41,X25,X63,false
42,X78,X33,false
43,X89,X54,false
44,X5,X40,false
45,X53,X16,false
46,X29,X69,false
47,X50,X97,false
48,X14,X11,false
49,X98,X33,false
50,X12,X67,false
51,X21,X50,false
52,X40,X50,false
53,X5,X75,false
54,X87,X14,false
55,X87,X93,false
56,X33,X9,false
57,X1,X54,false
58,X43,X73,false
59,X60,X85,false
60,X12,X25,false
61,X26,X18,false
62,X38,X17,false
63,X0,X97,false
64,X37,X61,false
65,X21,X94,false
66,X1,X65,false
67,X84,X65,false
68,X61,X6,false
69,X4,X66,false
70,X45,X37,false
71,X24,X80,false
72,X34,X60,false
73,X71,X12,false
74,X19,X88,false
75,X64,X77,false
76,X81,X83,false
77,X56,X61,false
