ID,Parent,Child,TrueOrFalse
0,X1,X98,true
1,X0,X34,true
2,X3,X69,true
3,X10,X14,true
4,X9,X17,true
5,X17,X48,true
6,X7,X75,true
7,X7,X29,true
8,X23,X53,true
9,X31,X32,true
10,X8,X25,true
11,X2,X61,true
12,X27,X71,true
13,X1,X26,true
14,X1,X41,true
15,X22,X88,true
16,X27,X39,true
17,X7,X94,true
18,X2,X17,true
19,X10,X56,true
20,X2,X10,true
21,X1,X87,true
22,X5,X6,true
23,X8,X14,true
24,X18,X74,true
25,X5,X89,true
26,X5,X21,true
27,X48,X61,true
28,X62,X65,true
29,X10,X50,true
30,X12,X86,true
31,X0,X68,true
32,X90,X97,true
33,X27,X52,true
34,X0,X9,true
35,X11,X81,true
36,X1,X23,true
37,X1,X19,true
38,X32,X74,true
39,X57,X90,false
40,X85,X84,false
41,X88,X12,false
42,X89,X80,false
43,X26,X2,false
44,X54,X47,false
45,X57,X42,false
46,X85,X28,false
47,X98,X91,false
48,X15,X14,false
49,X48,X79,false
50,X25,X81,false
51,X61,X8,false
52,X55,X29,false
53,X10,X51,false
54,X66,X28,false
55,X92,X87,false
56,X1,X94,false
57,X57,X2,false
58,X29,X4,false
59,X25,X1,false
60,X37,X84,false
61,X61,X65,false
62,X84,X68,false
63,X47,X63,false
64,X16,X27,false
65,X34,X39,false
66,X19,X32,false
67,X65,X44,false
68,X19,X55,false
69,X73,X37,false
70,X28,X5,false
71,X25,X86,false
72,X97,X49,false
73,X34,X38,false
74,X57,X71,false
75,X78,X48,false
76,X32,X51,false
77,X48,X74,false
