ID,Parent,Child,TrueOrFalse
0,X0,X36,true
1,X26,X79,true
2,X1,X33,true
3,X37,X83,true
4,X20,X63,true
5,X27,X52,true
6,X1,X23,true
7,X13,X15,true
8,X3,X31,true
9,X7,X75,true
10,X23,X43,true
11,X65,X90,true
12,X12,X32,true
13,X18,X28,true
14,X11,X84,true
15,X27,X80,true
16,X27,X82,true
17,X5,X13,true
18,X0,X9,true
19,X35,X84,true
20,X0,X1,true
21,X2,X60,true
22,X7,X78,true
23,X18,X55,true
24,X24,X44,true
25,X6,X62,true
26,X9,X17,true
27,X1,X7,true
28,X18,X58,true
29,X6,X98,true
30,X75,X83,true
31,X11,X64,true
32,X10,X99,true
33,X32,X74,true
34,X1,X6,true
35,X2,X20,true
36,X1,X87,true
37,X5,X38,true
38,X7,X37,true
39,X59,X26,false
40,X10,X12,false
41,X6,X61,false
42,X86,X61,false
43,X57,X13,false
44,X24,X47,false
45,X52,X39,false
46,X14,X82,false
47,X27,X59,false
48,X98,X37,false
49,X89,X2,false
50,X6,X75,false
51,X47,X14,false
52,X82,X49,false
53,X71,X79,false
54,X8,X40,false
55,X18,X2,false
56,X47,X63,false
57,X3,X55,false
58,X6,X0,false
59,X23,X37,false
60,X29,X81,false
61,X18,X67,false
62,X79,X42,false
63,X87,X36,false
64,X35,X49,false
65,X82,X48,false
66,X52,X12,false
67,X19,X89,false
68,X10,X80,false
69,X47,X31,false
70,X59,X55,false
71,X21,X79,false
72,X85,X0,false
73,X22,X45,false
74,X91,X13,false
75,X84,X81,false
76,X21,X62,false
77,X77,X76,false
